"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Euro area","EMU","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.06314723798","35.0131847517834","35.8230845973196","37.1934719686413","35.6713740117081","35.9031827852281","36.3562864492373","36.5419003402257","35.1737201515574","35.2859647333634","35.257200009199","34.9877367801206","34.994472142621","34.106743033393","33.6959951021689","33.1901911933583","32.6958859962485","30.8292689006506","31.0546138271609","30.5358188290108","30.1491446451819","29.9307394581381","28.6884573100584","28.4365216258346","29.4687498087597","28.465817526866","27.141146629879","26.3057137143435","26.4223131127281","26.9337355344043","25.1656869894098","26.2364989112288","21.8603124738304","23.1387617762058","",
"Eritrea","ERI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Spain","ESP","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7207269472035","35.672428289934","35.1444664255743","35.7520949987883","34.1748376613347","33.1887007002214","32.2883886758493","29.0427621558597","30.2193467748545","28.2606712221545","27.7126360995777","26.9907980138623","25.7259615188344","23.7336309866286","22.7185381499711","19.5655648235362","20.0782077012212","18.0630632107232","18.7956960459972","17.9081528748897","20.5586896032528","19.6421947476067","20.6581574012461","19.8598891576895","20.5579212840225","20.3608972236758","21.3388603600817","21.0495201758267","20.3190357512425","21.353158382036","22.1355264207037","20.6203155530928","20.0339198643205","19.8940114733455","",
"Estonia","EST","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Ethiopia","ETH","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"European Union","EUU","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.058239262169","32.351480809534","32.58873673899","33.5559337930076","32.9183584615523","32.8629186213674","33.3161662770346","33.4924553045467","32.5524174915461","32.7945357582768","32.3443068445748","32.5082048390082","32.7291060637935","31.9729068371185","31.9268532222656","31.3015118045127","30.7497630950115","29.1939417104507","29.5036532375588","28.9804707000777","28.6346889684381","28.4760225315192","27.6261122851261","27.600890106128","28.39772259037","27.0655839171582","26.2270615922268","25.6472876922375","25.8897675038124","26.3266975523104","24.5030790707079","25.0950112614196","21.5717925549091","22.5224073748622","",
"Fragile and conflict affected situations","FCS","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1015442775973","17.5161567084145","17.8088476770018","19.0523818325918","18.3124890281465","18.8129059794859","21.4555141240196","21.3327138494923","19.8450671533925","18.6894922339992","19.2088504813985","18.2813338122976","17.9683941499387","18.5554413616393","18.8252781548311","18.5042523858604","17.9451642322138","17.9739241559911","17.0550319738425","16.0607399816864","15.9820626301023","15.8679981170379","15.7402684742838","14.0668465732194","15.2444987243734","14.8805384524546","13.6321649846618","14.730745939388","14.1444256503104","13.9562288730065","13.1778143034606","14.4170662636502","11.3803756910129","","",
"Finland","FIN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3384703091381","33.6477770496327","33.3650931139021","32.6265983398549","29.6003413021286","30.0085890528617","28.0743228633618","30.2041170348098","31.1442700984793","33.0765797543804","32.1238710414999","30.5735305963537","29.7445133746915","26.9560989493157","26.4616459898655","32.9701623643422","27.828263193702","28.8300818511908","29.6492406240314","32.6437164384132","28.2618935468676","31.5465095712983","32.6468875601824","33.1279733920878","34.6286016389109","33.8853336054461","33.746382186541","33.2879167098618","32.4395485532926","34.7705753823744","33.6249584939437","32.7195585258312","35.0982184911202","42.075055187638","",
"Fiji","FJI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"France","FRA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.6477132555835","72.7334190897237","72.9976835375875","77.8894281011876","75.4887631142436","76.3202191497024","77.3942972008017","78.3491491174198","75.8866052777756","74.9791272429893","76.8884016045811","76.624752060852","78.123574623969","77.8123555583782","78.0835567447605","78.3821505014226","78.3119284567441","77.1770264388312","76.5845947933622","76.4539814339693","75.2732804367568","77.1239790448131","74.2302256190127","72.7179733626253","76.1779350859465","75.4310634709598","71.4223714930508","70.821769979786","70.9243989028334","69.8287056319936","66.3986939143163","68.2744793850706","62.2225928490601","64.3385458281018","",
"Faroe Islands","FRO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Micronesia, Fed. Sts.","FSM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Gabon","GAB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"United Kingdom","GBR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5634630962322","21.8483933410763","23.9242095295646","27.6547344182333","27.0399740265309","26.6326588652291","26.9818650265484","27.988456251818","27.4290535231305","25.8406853690867","22.5590011377228","23.4138709786402","22.685321475238","22.2718346149403","20.3080773848962","20.4887085923144","18.991799276081","15.882911783161","13.4969514468734","18.3376237361004","16.2331826850231","18.7469595301574","19.3392170920168","19.7114995379637","18.8760870917021","20.8096794710607","21.2681544036104","20.8446813996426","19.5682315116408","17.3730870679765","16.1776355193756","14.9376127943182","14.5604226823125","13.8367780989257","",
"Georgia","GEO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Ghana","GHA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Gibraltar","GIB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",
"Guinea","GIN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Gambia, The","GMB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Guinea-Bissau","GNB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Equatorial Guinea","GNQ","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Greece","GRC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Grenada","GRD","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Greenland","GRL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Guatemala","GTM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Guam","GUM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Guyana","GUY","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"High income","HIC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.110001342189","21.7530860388143","21.9065089636278","22.2713470258736","22.3970374594467","22.6494946197491","22.8080855833683","22.273448840713","22.3149746757415","22.6715821591487","22.1613237000977","22.6568289031833","22.1711935317812","21.4563277834126","21.7222512568756","21.4247784359839","21.3155199235549","20.3067035819938","20.2871721663955","20.6750230713503","20.122355167604","18.5356757883463","17.4323558195697","17.4173837514507","17.65844905322","17.5315408411021","17.3136517297908","17.146070852228","17.0927686196274","17.4253848484343","16.898663304232","16.831276447237","15.9097301757273","17.6502208354119","",
"Hong Kong SAR, China","HKG","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Honduras","HND","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Heavily indebted poor countries (HIPC)","HPC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Croatia","HRV","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Haiti","HTI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Hungary","HUN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.2873821915881","45.8098321262891","44.0713271264005","41.9140209630867","41.9185439355512","41.2311129402081","40.4103733257338","39.4609712687516","37.5073944608766","37.2594628885599","40.2943934528715","38.7917067142661","38.5900378903117","32.2536242495241","35.3476919425656","38.6900100682403","37.5386932150924","36.7292292292292","37.0218613366646","42.9597861200847","42.1744133151374","43.5464615897165","45.5983831384438","50.7361193635703","53.2224602931674","52.1541501976285","50.3228637702965","48.9077927996354","49.0628995540587","47.4993438511563","45.9633552819926","44.2691029900332","44.1663640680428","44.7826698551132","",
"IBRD only","IBD","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.00967526319713","5.87345857985373","5.763525792839","5.68442933302667","5.31164690067426","5.39834487750509","5.75029789452929","5.72685309925416","5.43591078483382","5.53182390525378","5.63339411785839","5.73545360942469","5.71808921847787","5.72912878421982","5.38793938286876","5.15145786881041","4.94923436387208","4.67929363489474","4.6340629034614","4.48670397600899","4.2995068003496","4.27603426491328","4.21422344709848","4.06970157699304","4.16782638728907","4.51351487331125","4.66100125188145","4.74779225406013","4.83490045425889","5.12708633134839","5.18837242019084","5.20716681636315","4.93383231023277","1.5403440210489","",
"IDA & IBRD total","IBT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.70029503360105","5.5742953357447","5.47364225481829","5.40147153459547","5.04562247249934","5.12676006632917","5.4619168171501","5.44280487140628","5.1635560542384","5.25351318875216","5.36214761278954","5.45874906074635","5.43097786017545","5.45421902936039","5.14345741491954","4.91790525956609","4.7292772224507","4.49176463177079","4.43804043298794","4.31012427043172","4.13764642106122","4.13565681867358","4.07354865750336","3.9383986899867","4.03643088408299","4.35408820209083","4.50420400018403","4.60799280430088","4.69026453565263","4.974256411684","5.01562003153749","5.08608459070189","4.87271076914527","1.52921599315723","",
"IDA total","IDA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.134126188481627","0.172705373604339","0.25823512707653","0.219437674402176","0.219219219219219","0.19897915044554","0.139441347986765","0.147502487875295","0.108552317247969","0.145130490133673","0.649775222349535","0.709598435426821","0.51114254017573","0.502869700231943","0.741258074342536","0.627862521665238","0.550980851874192","0.726569148509128","0.378872664620583","0.656541409727348","0.723426743026404","1.07192684071827","0.912497044856375","0.971475846829674","1.06048334470161","0.810948755628632","1.13918101527738","1.5542641110034","1.49782778692899","1.58943377931684","1.32247606800838","2.49850684440892","3.51681637495982","","",
"IDA blend","IDB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.233471716455373","0.302956382149967","0.442484604272789","0.379325609439636","0.382081784942538","0.348683593101407","0.248438285345013","0.260441987415443","0.19521986293366","0.270861053031743","1.28866919061702","1.40785073119748","0.995177108638738","0.984540311695393","1.46401181350155","1.26330263009538","1.12664105265304","1.53429304518476","0.817703802817955","1.43818393249381","1.62099897047606","2.44239338036707","2.06785883368583","2.15970129761134","2.33229056691739","1.76325858457088","2.49383382750366","3.58811843245855","3.54600246642024","3.79245963642954","3.14642112776338","5.89478566947905","7.99124653706711","","",
"Indonesia","IDN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"IDA only","IDX","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Isle of Man","IMN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12146336407918","1.75023996502688","2.02104579955408","1.51446711687321","1.46463153418079","1.90898937404186","2.0766798762829","2.16404968965428","2.39853215143626","2.46913350168193","3.01251203079884","3.35995997377592","3.21681036413497","2.77661955158687","2.51818582852473","2.44550755857205","2.45040733688605","2.07462635437364","1.76648797055656","2.04903568000475","2.70156019060882","3.04837634564945","2.94882929700398","2.89474129327988","2.80196048756068","2.75558220088632","2.64612262359471","2.53930875917822","2.35031445680834","2.82233306469588","2.80006741662236","2.87892176093803","2.51725290594758","2.41280467088623","",
"Not classified","INX","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Iran, Islamic Rep.","IRN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.136220485561462","0.726376063804685","1.73224505971025","1.62849724517405","1.03836683497664","2.28991262357572","2.43669079681378","2.40600435341459","2.06813583085122","1.6137746147354","1.22446341922559","2.19871678058253","","",
"Iraq","IRQ","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Iceland","ISL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Israel","ISR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Italy","ITA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Jamaica","JAM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Jordan","JOR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Japan","JPN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2315691424909","23.7602503152873","24.7095021222199","27.3410145932238","27.7802895642498","29.4068707877931","29.8884178919072","30.8451821707412","32.2265405306865","30.2048701376136","30.1597662505502","30.4562273500269","27.6289980235174","22.6667497735809","25.9487478191685","27.4841365179341","27.2698840095697","23.1055809236557","23.2914474016646","25.6538429089682","24.6167379811593","9.1617314205766","1.45045441019495","0.84247173345216","0","0.891446945823604","1.68681586068334","3.04556925243772","6.08601918723725","6.14106797079387","3.81083034621115","6.74514488653143","5.50959585488155","8.38330101890195","",
"Kazakhstan","KAZ","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Kenya","KEN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Kyrgyz Republic","KGZ","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Cambodia","KHM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Kiribati","KIR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"St. Kitts and Nevis","KNA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Korea, Rep.","KOR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4388595294139","46.9453939141309","42.035990481856","38.6411974264901","34.3996152470102","35.7917501001201","35.4888575241716","34.0137315118783","40.9772701313535","42.7318108695292","37.6888089514553","36.1579388623759","36.4074598259456","37.4733410781475","35.2858446305264","37.9049606305313","36.6607105448003","35.2110143270993","35.6685821219969","33.863072840519","31.2783638828314","29.4175357207366","28.0797148823778","25.775393918683","28.9872343264662","29.9557469028286","28.8306326027568","25.8535489276315","22.4768757807686","24.9215591496107","26.9562612645208","25.2224714079347","28.1740945046961","29.5559904042182","",
"Kuwait","KWT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Latin America & Caribbean (excluding high income)","LAC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4632733946696","2.51251584343138","2.34454675587423","2.28165771830751","2.0531300031627","2.8055956288235","2.6339005718844","3.01858613374577","2.65520943507539","2.69104368080151","2.47132249286183","3.70542721342457","3.51322711369228","3.53582468520263","3.09665526780598","2.85210043839559","3.20021133616851","2.85361896751083","2.86137025863437","2.90024550550688","2.37787595852708","2.63506425088837","2.47410976114442","2.59186255556687","2.32277515805456","2.49204253829186","2.55012845071051","2.38183540649301","2.53836117495178","2.49846391861368","2.58934922594704","2.49351593772159","2.25170528058835","2.33230664077239","",
"Lao PDR","LAO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Lebanon","LBN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Liberia","LBR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Libya","LBY","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"St. Lucia","LCA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Latin America & Caribbean","LCN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.07148321857433","2.11183618185047","1.94632244364985","1.90381822692329","1.72180406697019","2.35947894621807","2.21602916116735","2.54160455713253","2.23409286304428","2.27491209463462","2.03086667006668","3.00453346363105","2.85033458618224","2.88960834552286","2.52776588709323","2.32298287098595","2.61377841509249","2.32535098528141","2.33798575435054","2.36819422583918","1.96675244683178","2.18422039459061","2.04988474645699","2.14793066939213","1.9572967020924","2.07049941873911","2.13823583828499","2.00958082930978","2.15348950878001","2.13201096717019","2.21118972375543","2.13847749081096","1.95690095140883","2.14606044788806","",
"Least developed countries: UN classification","LDC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Low income","LIC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Liechtenstein","LIE","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
